Rank,Prioridade,Finalidade,Status,Gerências,GPM,NOTA,ORDEM,DESCRICAO,Critério,OM - Status Sistema,OM - Status Usuário,Prazo demanda
104,9,,Programável,,INS,,2030264624,U-2313 Preventiva instrumentos NR-13,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-04-17
105,9,,Programável,,INS,,2030264625,U-2316 Preventiva instrumentos NR-13,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  IMPR CAPC KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-04-17
106,9,,Programável,,INS,,2030264868,U-5126 Preventiva instrumentos NR-13,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  IMPR CAPC KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-04-17
107,9,,TM GPI - Aguarda MAN,,IEQ,,2030035680,PSV-12344-Inspeção Geral,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP EQEC ANEX MPMI 1ESC,2025-04-21
108,9,,Programável,,ELE,,2029886431,J-2313001-AM Med. Assinatura de Corrente,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  CAPC DMNV KKMP NOLQ SKKP,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-04-26
109,9,,Programável,,ELE,,2029886432,J-2313001-BM Med. Assinatura de Corrente,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-04-26
110,9,,Impedido,,IEQ,,2030035678,PSV-12343- Inspeção Geral,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA EQEC ANEX MPMI MPOP 1ESC,2025-04-27
111,9,,Microplanejamento,,MEC,,2030368575,VS-575 - PREVENTIVA VÁLVULAS ESPECIAIS,ICPM_SO/API_SO/ICPM_PFCEO Crítico,ABER CAPC KKMP,SIMP MPMI,2025-04-29
112,9,,Programável,,ELE,,2029885423,V-2313002M Med. Descarga Parcial,ICPM_SO/API_SO/ICPM_PFCEO Crítico,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,
113,9,Produção / Confiabilidade,Parada,REFINO,PAR,12570524,2023482279,VS-573-BZ-Instalar sup. p/ mang. REV. 40,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC ERRD MOME MatC NOLQ,IMPD TRIA EQEC PMAU ANEX PPRO MPOP MPMI 1ESC APRE PRIA,2021-06-07
114,9,Produção / Confiabilidade,Programável,UTILIDADES,AUT,12860794,2024757983,V-308CM Sanar indicação de potência,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC ANEX AEGE AEGO MPOP MPMI 1ESC APRE PRIA,2021-07-31
115,9,Demanda Não-crítica,Programável,REFINO,COM,13052413,2024940389,D-22254N(M-2225001)-Instalar Isolamento,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV ERRD KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC PRIA,2021-08-26
116,9,Produção / Confiabilidade,Falta material,REFINO,CAL,12973436,2024319823,K-573(6ºAndar)-Reparar Bucha Válvula,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC ERRD MATF MOME NOLQ,FMAT IMPD PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2021-09-21
117,9,Vazamento,Microplanejamento,REFINO,CAL,13691985,2026208880,D-501N(J-587)-Inst.Válv./Subst.Válv.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC ERRD MOME MatC NOLQ,IMPD ANEX MPMI MPOP PMAU 1ESC APRE,2022-02-28
118,9,00000000,Impedido,REFINO,COM,13764649,2027049082,D-501I-Remov.Isolat.Térm./Pint.(ZR),Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV ERRD KKMP NOLQ,IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2023-02-18
119,9,Demanda Não-crítica,Programável,SMS,COM,14615573,2027842061,SMS(MB-6101AC;CORETO1)-Pint.Bomb.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV ERRD KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2023-05-10
120,9,Desempenho Energético,Programável,REFINO,CAL,14804064,2028279852,D-703-F(VAZ)-Reaperto do flange,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2023-09-29
121,9,"Ordem, Limpeza e Arrumação",Impedido,HDT,CAL,14269343,2027813652,S7-2316004(M-2316003A)-Desobstr.Amostr./,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC PRIA,2023-10-14
122,9,Inspeção Gerencial,Falta material,TRANSFERÊNCIA,CAL,13851659,2026320946,D-800(P-836)-Adequar Isolamento Térmico,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV ERRD KKMP NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC PRIA,2023-12-29
123,9,Segurança Ocupacional,Falta material,TRANSFERÊNCIA,CAL,13851631,2026320981,D-800(P-837B)-Adequar Isolamento Térmico,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV ERRD KKMP NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC PRIA,2023-12-29
124,9,Continuidade Operacional,Programável,EST,CAL,15095748,2028671736,LAB(CILINDROS)-Repar.Port.Grad.Metál.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC,2024-01-05
125,9,00000000,Programável,REFINO,CAL,14395655,2027466910,D-504D(RESP)-Substituir tubulação,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2024-01-30
126,9,RESP,Falta material,REFINO,CAL,15033566,2028550532,Pentóxido(RESP)-Reparar/Substituir Skid,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-04-10
127,9,00000000,Programável,REFINO,CAL,14321756,2028280457,M-625-Retubagem total (ZR),Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2024-05-15
128,9,Inspeção Gerencial,Programável,HDT,CAL,15287804,2029231582,UGH guarda-corpo provisório,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC PRIA,2024-05-31
129,9,Inspeção Gerencial,Microplanejamento,REFINO,CAL,15441628,2029317275,N-503(LG-50211)-Regularizar Stem trace L,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP ANEX MPMI MPOP 1ESC APRE,2024-08-22
130,9,RESP,Microplanejamento,TRANSFERÊNCIA,CAL,15388126,2029226095,"D-800(EF-4501)-Subst.Válv.Dren.1""",Alta prioridade definida pela área demandante,LIB  CNPA CAPC IMPA MOME MatC NOLQ,SIMP ANEX MPMI MPOP 1ESC PRIA,2024-08-27
131,9,00000000,Parada,REFINO,PAR,14324737,2028419694,O-683 - Substit. niple LG-60687,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA EQEC PMAU ANEX PPRO MPOP MPMI 1ESC,2024-10-30
132,9,Apoio de Rotina a Operação,Programável,TRANSFERÊNCIA,CAL,14881053,2028258348,U-860(J-859AB;O-840)-Subst.Talh.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA EQEC ANEX MPOP MPMI 1ESC APRE PRIA,2024-10-31
133,9,Solicitação da Inspeção,Programável,REFINO,IEQ,15676043,2029786889,D-502-B TUBULAÇÕES,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,EQEC PMAU TRIA SIMP ANEX MPMI MPOP 1ESC APRE PRIA,2024-10-31
134,9,Continuidade Operacional,Impedido,REFINO,CAL,15665152,2029731514,J-602B-Subst.valv vent descarga,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC MOME MatC NOLQ,IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2024-11-29
135,9,Demanda Não-crítica,Programável,REFINO,CAL,15422640,2029279969,M-644/646(REFTOP)-Rep./Subst.Isol. Pint.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC PRIA,2024-12-23
136,9,Inspeção Gerencial,Programável,UTILIDADES,CAL,14350639,2027266364,U-300(ETA1;CLORO)-Repar.Vedaç.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2024-12-29
137,9,Solicitação da Inspeção,Impedido,REFINO,IEQ,15299112,2029061166,M-532D Substituir cupons/sonda corrosão,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV NOLQ,EQEC TRIA IMPD ANEX MPMI MPOP 1ESC APRE PRIA,2024-12-31
138,9,Solicitação da Inspeção,Impedido,REFINO,IEQ,15299092,2029061172,O-528 Substituir Cupom,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV NOLQ,EQEC TRIA IMPD ANEX MPMI MPOP 1ESC APRE PRIA,2024-12-31
139,9,Continuidade Operacional,Programável,UTILIDADES,CAL,15460203,2029489371,J-425B-Subst.Trech.Válv.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC MOME MatC NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC PRIA,2024-12-31
140,9,Desempenho Energético,Impedido,REFINO,CAL,15771226,2029941402,URFCC-DispersorC(VAZ)-Reaperto flange,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-02-19
141,9,00000000,Falta material,REFINO,CAL,15384842,2029542585,M-533A/B-Retubagem dos feixes,Alta prioridade definida pela área demandante,LIB  CNPA CAPC DMNV IMPA MATF MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2025-03-28
142,9,00000000,Programável,REFINO,CAL,15384846,2029543148,M-533B-Retubagem do feixe,Alta prioridade definida pela área demandante,LIB  CNPA CAPC DMNV IMPA MOME NOLQ,SIMP TRIA ANEX MPMI MPOP PMAU 1ESC PRIA,2025-03-28
143,9,Apoio de Rotina a Operação,Programável,TRANSFERÊNCIA,CAL,15651692,2029703333,D-800(P-807D)-Repar.Válv.Dren.,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2025-03-28
144,9,CAP,Programável,REFINO,CAL,15914682,2030229555,FV-64007-Subst.válv./Inst CAP válv.dreno,Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-03-28
145,9,,Falta material,,IEQ,,2029935282,M-581-A- Inspeção Geral,Alta prioridade definida pela área demandante,LIB  CNPA CAPC DMNV IMPA MATF MOME NOLQ,EQEC PMAU TRIA SIMP ANEX MPMI MPOP 1ESC PRIA,2025-03-29
146,9,00000000,Falta material,TRANSFERÊNCIA,COM,13861282,2026428449,D-800GL-Remov.Isolat.Térm./Pintar(ZR),Alta prioridade definida pela área demandante,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC PRIA,2025-04-01
147,9,Apoio de Rotina a Operação,Falta material,HDT,CAL,11687367,2021827056,Amostrador(M-2225004)-Subst. serpentina,Alta prioridade definida pela área demandante,LIB  CAPC IMPA MATF MOME NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU PRIA,2019-10-02
148,9,Continuidade Operacional,TO GPI - Aguarda MSPR,EST,LAB,13378116,,EQUIP LAB LABORATÓRIO,Alta prioridade definida pela área demandante,,,2021-08-24
149,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,COM,13318277,2025698776,OP/RE-Inst./Repar.Guias.,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI,2021-12-27
150,9,Demanda Não-crítica,Parada,REFINO,PAR,13677892,2025973887,LG-60683(Tub)-Subst. válvula bloqueio,Alta prioridade definida pela área demandante,LIB  CAPC IMPA MATF NOLQ,SIMP OPER TRIA EQEC ANEX MPOP MPMI 1ESC APRE,2022-02-25
151,9,Demanda Não-crítica,Falta material,REFINO,CAL,12974044,2025698759,AM-0500003(FV-50021)-Reconec.Linh.[PROJ],Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2022-03-18
152,9,Apoio de Rotina a Operação,Falta material,REFINO,CAL,13704824,2026029235,M-505A - Limpeza interna,Alta prioridade definida pela área demandante,LIB  CAPC IMPA MATF MOME NOLQ,IMPD OPER TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2022-04-29
153,9,Plataformas e Corrimões,Falta material,HDT,CAL,13779578,2026249252,U-2316(PSV´S)-Subst./Fix.Grades,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE PRIA,2022-05-31
154,9,Demanda Não-crítica,Microplanejamento,HDT,LAB,13774630,2026444585,O-2316023-Subst.manômetro do amostrador,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI PRIA,2022-07-30
155,9,Demanda Não-crítica,TM GPI - Aguarda MPMI,HDT,LAB,13774464,2026336408,S7-007 Amostrador sem rotâmetro,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP PRIA,2022-08-31
156,9,Demanda Não-crítica,Falta material,HDT,CAL,13774376,2026336569,M-2316001(Amostrador)-Desob.linha refrig,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC APRE PRIA,2022-08-31
157,9,Apoio de Rotina a Operação,TM GPI - Aguarda MPMI,EST,LAB,14360197,2027813650,J-0200008-B ÁREA EXTERNA,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP,2022-12-02
158,9,Vazamento,Falta material,HDT,CAL,13965828,2027005407,SC-2225001(O-2225001)[VAZ]-Sub.Conex./In,Alta prioridade definida pela área demandante,LIB  IMPR CAPC KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC PRIA,2022-12-27
159,9,Continuidade Operacional,TM GPI - Aguarda MPMI,HDT,LAB,14517785,2027813647,ANALISADORES DO HDT HDT - Hidrorrefino,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP,2023-02-23
160,9,Continuidade Operacional,Microplanejamento,EST,CAL,14761568,2030318024,U-200(LAB.)Inst.portão casas cilindros,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI,2023-06-29
161,9,Outro Crítico,TO GPI - Encerrar nota,EST,CAL,14761316,2030318025,EQUIPAMENTOS LABORATÓRIO PORTÃO DE GRADE,Alta prioridade definida pela área demandante,,,2023-06-29
162,9,Segurança Ocupacional,Falta material,HDT,CAL,13141751,2025698526,D-23136G Amostrador S3-2313001,Alta prioridade definida pela área demandante,LIB  CAPC IMPA MOME MatC NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC APRE PRIA,2023-06-30
163,9,RESP,Falta material,REFINO,CAL,14819971,2028310482,N-503-Instalar suporte linha transf.,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-08-25
164,9,CAP,Falta material,REFINO,CAL,14764041,2028039256,M-709(CAP)Substituir válvula dreno,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2023-09-29
165,9,Continuidade Operacional,Falta material,REFINO,CAL,14756855,2028185373,J-575B-Revisar válvula retenção,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2023-09-29
166,9,RESP,Impedido,REFINO,CAL,14766814,2028049476,J-546A/B(Tub.)-Instalar cap em dreno,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2023-10-23
167,9,RTA,TO GPI - Aguarda TRIA,SMS,CAL,14915610,2028321037,SMS(HIDRANTES;BLOQ.01)-Insp.Hidrant.SMS,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP ANEX EQEC MPMI PMAU 1ESC PRIA,2023-10-27
168,9,RESP,Programável,REFINO,CAL,14635638,2027010509,J-593AT-Recompo isolamento térmico,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-11-17
169,9,Continuidade Operacional,Falta material,REFINO,CAL,14741476,2028158859,M-519D-Substituir válvula de entrada,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2023-11-17
170,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14881851,2028419699,AT-50007-Adequação do vaso separador,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,IMPD FDOC MPMI,2023-11-24
171,9,Segurança Ocupacional,Falta material,TRANSFERÊNCIA,CAL,14924196,2028340534,U-800(ESFERAS)-Ins.Guard.Corp./Rep.Civ.,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI APRE,2023-12-31
172,9,RESP,Impedido,REFINO,CAL,15180766,2028961739,N-506 Recompor isolamento térmico,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-04-25
173,9,Plataformas e Corrimões,Falta material,HDT,CAL,14941468,2028393056,UGH-Fixar grade piso/Adeq.guarda corpo,Alta prioridade definida pela área demandante,LIB  CAPC DMNV MATF MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-04-26
174,9,Plataformas e Corrimões,Falta material,HDT,CAL,14941463,2028393058,HDS-Fixar grade piso/Adeq.guarda corpo,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2024-04-30
175,9,Continuidade Operacional,Falta material,UTILIDADES,CAL,15006560,2028517776,O-330D(OSMOSE1)-Insp.Subst.Membr.,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC PRIA,2024-05-07
176,9,Continuidade Operacional,Falta material,UTILIDADES,CAL,15006561,2028518048,O-330E(OSMOSE1)-Insp.Subst.Membr.,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC PRIA,2024-05-07
177,9,GVC - Gestão de Variáveis Críticas,Falta material,HDT,CAL,15044073,2028683610,S4-2311-001(Amost.)-Subst. manômetro,Alta prioridade definida pela área demandante,LIB  IMPR CAPC KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC APRE PRIA,2024-05-31
178,9,Apoio de Rotina a Operação,Falta material,TRANSFERÊNCIA,CAL,14495707,2027813649,S2-2311003(O-2311005)-Subst.Válv.,Alta prioridade definida pela área demandante,LIB  IMPR CAPC KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC PRIA,2024-06-14
179,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943562,2028392757,N-506 e O-528 (topo) - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
180,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943578,2028392762,N-507/O-521-Caminho seguro conf.lista an,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
181,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943580,2028392763,"N-503, N-504 e O-503 - Caminhos seguros",Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
182,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943583,2028392764,U-500 Eqptos diversos - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
183,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943596,2028392765,N-508 e O-552 (topo) - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
184,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943610,2028393047,L-506 e O-501 - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
185,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943669,2028393048,U-640 e L-641 - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
186,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14943670,2028393049,U-700 e U-750 - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC ERRD KKMP,SIMP MPMI,2024-06-30
187,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,CAL,14944429,2028393051,U-570 (Diversos) - Caminhos seguros,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI,2024-06-30
188,9,Apoio de Rotina a Operação,Microplanejamento,REFINO,COM,14943585,2028547317,U-500(Caminhos Seguros)- Pintura piso,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI,2024-06-30
189,9,Continuidade Operacional,Impedido,REFINO,CAL,15039882,2028618709,D-571-B REVISAR ATUADOR DA VÁLVULA,Alta prioridade definida pela área demandante,LIB  CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2024-06-30
190,9,Vazamento,Parada,REFINO,PAR,14829265,,CJ A J-0570113A  VAZ pqt184 val. descarg,Alta prioridade definida pela área demandante,,,2024-07-26
191,9,RESP,Falta material,HDT,CAL,15233951,2029052605,UGH-Instalar cobertura caixas de junção,Alta prioridade definida pela área demandante,LIB  CAPC IMPA MATF NOLQ,SIMP ANEX EQEC MPMI PMAU 1ESC,2024-07-31
192,9,Vazamento,Falta material,HDT,CAL,15478399,2029387422,O-2313052(S2-2313501)-Reaperto Conexão,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC PRIA,2024-07-31
193,9,Inspeção Gerencial,Microplanejamento,REFINO,CAL,15441447,2029317276,O-501 Regularizar Steam trace do LG,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI,2024-08-22
194,9,Inspeção Gerencial,Microplanejamento,REFINO,CAL,15441719,2029317272,N-506 Regularizar Stem trace do LG,Alta prioridade definida pela área demandante,ABER CAPC KKMP,SIMP MPMI,2024-08-23
195,9,00000000,Falta material,TRANSFERÊNCIA,CAL,14796513,2028113181,D-800OC(P-808AB)-Sub.Cami./Rep.Traç.Vap.,Alta prioridade definida pela área demandante,LIB  IMPR CAPC MATF MOME NOLQ,SIMP MPMI PMAU PRIA,2024-09-12
196,9,Continuidade Operacional,Concluído,TRANSFERÊNCIA,INS,14591627,2028000743,U-800-PSV´S FA_80175 com indicação,Alta prioridade definida pela área demandante,LIB  CONF IMPR CAPC DMNV JBFI KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU PRIA,2024-10-30
197,9,RESP,Falta material,REFINO,CAL,15616097,2029642464,J-560(Próx)-Instalar grade de piso,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-11-06
198,9,Continuidade Operacional,Impedido,REFINO,ELE,15580381,2029612052,TT-60073 (WR M-618) - Substituir flexíve,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI OPER 1ESC,2024-11-20
199,9,Desempenho Energético,Falta material,HDT,CAL,15020210,2028683606,S2-2311-001(Amost)-Substituir manômetro,Alta prioridade definida pela área demandante,LIB  IMPR CAPC KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC APRE PRIA,2024-11-25
200,9,Continuidade Operacional,Falta material,REFINO,CAL,14854521,2028374552,J-641B(Tub)-Limp. filtro/Rev. retenção,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2024-12-02
201,9,Demanda Não-crítica,Falta material,HDT,CAL,13537879,2025892472,S2-2313-501(N-2313051)-Inst.Mang.Amostr.,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC APRE PRIA,2024-12-09
202,9,Apoio de Rotina a Operação,Falta material,UTILIDADES,COM,15576971,2029570017,SE-820-Repar.Civ./Inst.Tamp.Met./Concr.,Alta prioridade definida pela área demandante,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC PRIA,2024-12-10
203,9,Apoio de Rotina a Operação,Falta material,UTILIDADES,CAL,15602640,2029634954,D-410(Z-415A)-Subst.Abafadores,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-12-10
204,9,Apoio de Rotina a Operação,Falta material,UTILIDADES,CAL,15602625,2029634957,D-410(Z-415B)-Subst.Abafadores,Alta prioridade definida pela área demandante,LIB  CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2024-12-10
